PassengerId,Survived,Pclass,Sex,Age,Embarked,Missing_Age,SharedTicket,TicketGroupSize,IndividualFare,Solo,DeckKnown
494,0,1,male,71.0,C,0,0,1,49.5042,1,0
495,0,3,male,21.0,S,0,0,1,8.05,1,0
496,0,3,male,,C,1,1,2,7.22915,0,0
497,1,1,female,54.0,C,0,1,2,39.13335,0,1
498,0,3,male,,S,1,0,1,15.1,1,0
499,0,1,female,25.0,S,0,1,4,37.8875,0,1
500,0,3,male,24.0,S,0,0,1,7.7958,1,0
501,0,3,male,17.0,S,0,0,1,8.6625,1,0
502,0,3,female,21.0,Q,0,0,1,7.75,1,0
503,0,3,female,,Q,1,0,1,7.6292,1,0
504,0,3,female,37.0,S,0,0,1,9.5875,1,0
505,1,1,female,16.0,S,0,1,3,28.833333333333332,0,1
506,0,1,male,18.0,C,0,1,2,54.45,0,1
507,1,2,female,33.0,S,0,1,2,13.0,0,0
508,1,1,male,,S,1,0,1,26.55,1,0
509,0,3,male,28.0,S,0,0,1,22.525,1,0
510,1,3,male,26.0,S,0,1,7,8.070828571428573,0,0
511,1,3,male,29.0,Q,0,0,1,7.75,1,0
512,0,3,male,,S,1,0,1,8.05,1,0
513,1,1,male,36.0,S,0,0,1,26.2875,1,1
514,1,1,female,54.0,C,0,0,1,59.4,0,0
515,0,3,male,24.0,S,0,0,1,7.4958,1,0
516,0,1,male,47.0,S,0,0,1,34.0208,1,1
517,1,2,female,34.0,S,0,0,1,10.5,1,1
518,0,3,male,,Q,1,1,3,8.049999999999999,0,0
519,1,2,female,36.0,S,0,0,1,26.0,0,0
520,0,3,male,32.0,S,0,0,1,7.8958,1,0
521,1,1,female,30.0,S,0,1,2,46.75,0,1
522,0,3,male,22.0,S,0,0,1,7.8958,1,0
523,0,3,male,,C,1,0,1,7.225,1,0
524,1,1,female,44.0,C,0,1,2,28.9896,0,1
525,0,3,male,,C,1,0,1,7.2292,1,0
526,0,3,male,40.5,Q,0,0,1,7.75,1,0
527,1,2,female,50.0,S,0,0,1,10.5,1,0
528,0,1,male,,S,1,0,1,221.7792,1,1
529,0,3,male,39.0,S,0,0,1,7.925,1,0
530,0,2,male,23.0,S,0,0,1,11.5,0,0
531,1,2,female,2.0,S,0,1,2,13.0,0,0
532,0,3,male,,C,1,0,1,7.2292,1,0
533,0,3,male,17.0,C,0,0,1,7.2292,0,0
534,1,3,female,,C,1,1,2,11.17915,0,0
535,0,3,female,30.0,S,0,0,1,8.6625,1,0
536,1,2,female,7.0,S,0,1,3,8.75,0,0
537,0,1,male,45.0,S,0,0,1,26.55,1,1
538,1,1,female,30.0,C,0,1,2,53.2125,0,0
539,0,3,male,,S,1,0,1,14.5,1,0
540,1,1,female,22.0,C,0,0,1,49.5,0,1
541,1,1,female,36.0,S,0,1,2,35.5,0,1
542,0,3,female,9.0,S,0,1,7,4.4678571428571425,0,0
543,0,3,female,11.0,S,0,1,7,4.4678571428571425,0,0
544,1,2,male,32.0,S,0,1,2,13.0,0,0
545,0,1,male,50.0,C,0,1,2,53.2125,0,1
546,0,1,male,64.0,S,0,0,1,26.0,1,0
547,1,2,female,19.0,S,0,1,2,13.0,0,0
548,1,2,male,,C,1,0,1,13.8625,1,0
549,0,3,male,33.0,S,0,1,3,6.841666666666666,0,0
550,1,2,male,8.0,S,0,1,2,18.375,0,0
551,1,1,male,17.0,C,0,1,4,27.720825,0,1
552,0,2,male,27.0,S,0,0,1,26.0,1,0
553,0,3,male,,Q,1,0,1,7.8292,1,0
554,1,3,male,22.0,C,0,0,1,7.225,1,0
555,1,3,female,22.0,S,0,0,1,7.775,1,0
556,0,1,male,62.0,S,0,0,1,26.55,1,0
557,1,1,female,48.0,C,0,0,1,39.6,0,1
558,0,1,male,,C,1,1,4,56.88125,0,0
559,1,1,female,39.0,S,0,1,3,26.55,0,1
560,1,3,female,36.0,S,0,0,1,17.4,0,0
561,0,3,male,,Q,1,0,1,7.75,1,0
562,0,3,male,40.0,S,0,0,1,7.8958,1,0
563,0,2,male,28.0,S,0,0,1,13.5,1,0
564,0,3,male,,S,1,0,1,8.05,1,0
565,0,3,female,,S,1,0,1,8.05,1,0
566,0,3,male,24.0,S,0,1,2,12.075,0,0
567,0,3,male,19.0,S,0,0,1,7.8958,1,0
568,0,3,female,29.0,S,0,1,4,5.26875,0,0
569,0,3,male,,C,1,0,1,7.2292,1,0
570,1,3,male,32.0,S,0,0,1,7.8542,1,0
571,1,2,male,62.0,S,0,0,1,10.5,1,0
572,1,1,female,53.0,S,0,0,1,51.4792,0,1
573,1,1,male,36.0,S,0,0,1,26.3875,1,1
574,1,3,female,,Q,1,0,1,7.75,1,0
575,0,3,male,16.0,S,0,0,1,8.05,1,0
576,0,3,male,19.0,S,0,1,2,7.25,0,0
577,1,2,female,34.0,S,0,0,1,13.0,1,0
578,1,1,female,39.0,S,0,1,2,27.95,0,1
579,0,3,female,,C,1,0,1,14.4583,0,0
580,1,3,male,32.0,S,0,0,1,7.925,1,0
581,1,2,female,25.0,S,0,0,1,30.0,0,0
582,1,1,female,39.0,C,0,1,4,27.720825,0,1
583,0,2,male,54.0,S,0,1,2,13.0,0,0
584,0,1,male,36.0,C,0,0,1,40.125,1,1
585,0,3,male,,C,1,0,1,8.7125,1,0
586,1,1,female,18.0,S,0,1,3,26.55,0,1
587,0,2,male,47.0,S,0,0,1,15.0,1,0
588,1,1,male,60.0,C,0,0,1,79.2,0,1
589,0,3,male,22.0,S,0,0,1,8.05,1,0
590,0,3,male,,S,1,0,1,8.05,1,0
591,0,3,male,35.0,S,0,0,1,7.125,1,0
592,1,1,female,52.0,C,0,1,2,39.13335,0,1
593,0,3,male,47.0,S,0,0,1,7.25,1,0
594,0,3,female,,Q,1,0,1,7.75,0,0
595,0,2,male,37.0,S,0,0,1,26.0,0,0
596,0,3,male,36.0,S,0,1,3,8.049999999999999,0,0
597,1,2,female,,S,1,1,3,11.0,0,0
598,0,3,male,49.0,S,0,1,4,0.0,0,0
599,0,3,male,,C,1,0,1,7.225,1,0
600,1,1,male,49.0,C,0,1,2,28.4646,0,1
601,1,2,female,24.0,S,0,1,2,13.5,0,0
602,0,3,male,,S,1,0,1,7.8958,1,0
603,0,1,male,,S,1,0,1,42.4,1,0
604,0,3,male,44.0,S,0,0,1,8.05,1,0
605,1,1,male,35.0,C,0,0,1,26.55,1,0
606,0,3,male,36.0,S,0,0,1,15.55,0,0
607,0,3,male,30.0,S,0,0,1,7.8958,1,0
608,1,1,male,27.0,S,0,0,1,30.5,1,0
609,1,2,female,22.0,C,0,1,3,13.859733333333333,0,0
610,1,1,female,40.0,S,0,1,3,51.15416666666667,0,1
611,0,3,female,39.0,S,0,1,7,4.4678571428571425,0,0
612,0,3,male,,S,1,0,1,7.05,1,0
613,1,3,female,,Q,1,1,2,7.75,0,0
614,0,3,male,,Q,1,0,1,7.75,1,0
615,0,3,male,35.0,S,0,0,1,8.05,1,0
616,1,2,female,24.0,S,0,1,2,32.5,0,0
617,0,3,male,34.0,S,0,1,2,7.2,0,0
618,0,3,female,26.0,S,0,1,2,8.05,0,0
619,1,2,female,4.0,S,0,1,2,19.5,0,1
620,0,2,male,26.0,S,0,0,1,10.5,1,0
621,0,3,male,27.0,C,0,1,2,7.2271,0,0
622,1,1,male,42.0,S,0,0,1,52.5542,0,1
623,1,3,male,20.0,C,0,1,2,7.87085,0,0
624,0,3,male,21.0,S,0,0,1,7.8542,1,0
625,0,3,male,21.0,S,0,1,2,8.05,0,0
626,0,1,male,61.0,S,0,0,1,32.3208,1,1
627,0,2,male,57.0,Q,0,0,1,12.35,1,0
628,1,1,female,21.0,S,0,1,3,25.986099999999997,0,1
629,0,3,male,26.0,S,0,0,1,7.8958,1,0
630,0,3,male,,Q,1,0,1,7.7333,1,0
631,1,1,male,80.0,S,0,0,1,30.0,1,1
632,0,3,male,51.0,S,0,0,1,7.0542,1,0
633,1,1,male,32.0,C,0,0,1,30.5,1,1
634,0,1,male,,S,1,0,1,0.0,1,0
635,0,3,female,9.0,S,0,1,6,4.6499999999999995,0,0
636,1,2,female,28.0,S,0,0,1,13.0,1,0
637,0,3,male,32.0,S,0,0,1,7.925,1,0
638,0,2,male,31.0,S,0,1,3,8.75,0,0
639,0,3,female,41.0,S,0,1,6,6.614583333333333,0,0
640,0,3,male,,S,1,1,2,8.05,0,0
641,0,3,male,20.0,S,0,0,1,7.8542,1,0
642,1,1,female,24.0,C,0,1,2,34.65,0,1
643,0,3,female,2.0,S,0,1,6,4.6499999999999995,0,0
644,1,3,male,,S,1,1,7,8.070828571428573,0,0
645,1,3,female,0.75,C,0,1,4,4.814575,0,0
646,1,1,male,48.0,C,0,1,3,25.576400000000003,0,1
647,0,3,male,19.0,S,0,0,1,7.8958,1,0
648,1,1,male,56.0,C,0,0,1,35.5,1,1
649,0,3,male,,S,1,0,1,7.55,1,0
650,1,3,female,23.0,S,0,0,1,7.55,1,0
651,0,3,male,,S,1,0,1,7.8958,1,0
652,1,2,female,18.0,S,0,1,2,11.5,0,0
653,0,3,male,21.0,S,0,0,1,8.4333,1,0
654,1,3,female,,Q,1,0,1,7.8292,1,0
655,0,3,female,18.0,Q,0,0,1,6.75,1,0
656,0,2,male,24.0,S,0,1,5,14.7,0,0
657,0,3,male,,S,1,0,1,7.8958,1,0
658,0,3,female,32.0,Q,0,1,2,7.75,0,0
659,0,2,male,23.0,S,0,0,1,13.0,1,0
660,0,1,male,58.0,C,0,1,3,37.75833333333333,0,1
661,1,1,male,50.0,S,0,1,2,66.825,0,0
662,0,3,male,40.0,C,0,0,1,7.225,1,0
663,0,1,male,47.0,S,0,0,1,25.5875,1,1
664,0,3,male,36.0,S,0,0,1,7.4958,1,0
665,1,3,male,20.0,S,0,0,1,7.925,0,0
666,0,2,male,32.0,S,0,1,5,14.7,0,0
667,0,2,male,25.0,S,0,0,1,13.0,1,0
668,0,3,male,,S,1,0,1,7.775,1,0
669,0,3,male,43.0,S,0,0,1,8.05,1,0
670,1,1,female,,S,1,1,2,26.0,0,1
671,1,2,female,40.0,S,0,1,2,19.5,0,0
672,0,1,male,31.0,S,0,0,1,52.0,0,1
673,0,2,male,70.0,S,0,0,1,10.5,1,0
674,1,2,male,31.0,S,0,0,1,13.0,1,0
675,0,2,male,,S,1,0,1,0.0,1,0
676,0,3,male,18.0,S,0,0,1,7.775,1,0
677,0,3,male,24.5,S,0,0,1,8.05,1,0
678,1,3,female,18.0,S,0,0,1,9.8417,1,0
679,0,3,female,43.0,S,0,1,6,7.816666666666666,0,0
680,1,1,male,36.0,C,0,1,3,170.7764,0,1
681,0,3,female,,Q,1,0,1,8.1375,1,0
682,1,1,male,27.0,C,0,1,3,25.576400000000003,0,1
683,0,3,male,20.0,S,0,0,1,9.225,1,0
684,0,3,male,14.0,S,0,1,6,7.816666666666666,0,0
685,0,2,male,60.0,S,0,1,2,19.5,0,0
686,0,2,male,25.0,C,0,1,3,13.859733333333333,0,0
687,0,3,male,14.0,S,0,1,6,6.614583333333333,0,0
688,0,3,male,19.0,S,0,0,1,10.1708,1,0
689,0,3,male,18.0,S,0,0,1,7.7958,1,0
690,1,1,female,15.0,S,0,1,3,70.44583333333334,0,1
691,1,1,male,31.0,S,0,1,2,28.5,0,1
692,1,3,female,4.0,C,0,0,1,13.4167,0,0
693,1,3,male,,S,1,1,7,8.070828571428573,0,0
694,0,3,male,25.0,C,0,0,1,7.225,1,0
695,0,1,male,60.0,S,0,0,1,26.55,1,0
696,0,2,male,52.0,S,0,0,1,13.5,1,0
697,0,3,male,44.0,S,0,0,1,8.05,1,0
698,1,3,female,,Q,1,0,1,7.7333,1,0
699,0,1,male,49.0,C,0,1,4,27.720825,0,1
700,0,3,male,42.0,S,0,0,1,7.65,1,1
701,1,1,female,18.0,C,0,1,4,56.88125,0,1
702,1,1,male,35.0,S,0,0,1,26.2875,1,1
703,0,3,female,18.0,C,0,1,2,7.2271,0,0
704,0,3,male,25.0,Q,0,0,1,7.7417,1,0
705,0,3,male,26.0,S,0,0,1,7.8542,0,0
706,0,2,male,39.0,S,0,1,2,13.0,0,0
707,1,2,female,45.0,S,0,0,1,13.5,1,0
708,1,1,male,42.0,S,0,0,1,26.2875,1,1
709,1,1,female,22.0,S,0,1,4,37.8875,0,0
710,1,3,male,,C,1,1,2,7.6229,0,0
711,1,1,female,24.0,C,0,0,1,49.5042,1,1
712,0,1,male,,S,1,0,1,26.55,1,1
713,1,1,male,48.0,S,0,1,2,26.0,0,1
714,0,3,male,29.0,S,0,0,1,9.4833,1,0
715,0,2,male,52.0,S,0,1,2,6.5,0,0
716,0,3,male,19.0,S,0,0,1,7.65,1,1
717,1,1,female,38.0,C,0,1,4,56.88125,0,1
718,1,2,female,27.0,S,0,0,1,10.5,1,1
719,0,3,male,,Q,1,0,1,15.5,1,0
720,0,3,male,33.0,S,0,0,1,7.775,1,0
721,1,2,female,6.0,S,0,1,3,11.0,0,0
722,0,3,male,17.0,S,0,0,1,7.0542,0,0
723,0,2,male,34.0,S,0,0,1,13.0,1,0
724,0,2,male,50.0,S,0,0,1,13.0,1,0
725,1,1,male,27.0,S,0,1,2,26.55,0,1
726,0,3,male,20.0,S,0,0,1,8.6625,1,0
727,1,2,female,30.0,S,0,1,2,10.5,0,0
728,1,3,female,,Q,1,0,1,7.7375,1,0
729,0,2,male,25.0,S,0,0,1,26.0,0,0
730,0,3,female,25.0,S,0,0,1,7.925,0,0
731,1,1,female,29.0,S,0,1,3,70.44583333333334,0,1
732,0,3,male,11.0,C,0,1,2,9.39375,0,0
733,0,2,male,,S,1,0,1,0.0,1,0
734,0,2,male,23.0,S,0,0,1,13.0,1,0
735,0,2,male,23.0,S,0,0,1,13.0,1,0
736,0,3,male,28.5,S,0,1,2,8.05,0,0
737,0,3,female,48.0,S,0,1,4,8.59375,0,0
738,1,1,male,35.0,C,0,1,3,170.7764,0,1
739,0,3,male,,S,1,0,1,7.8958,1,0
740,0,3,male,,S,1,0,1,7.8958,1,0
741,1,1,male,,S,1,0,1,30.0,1,1
742,0,1,male,36.0,S,0,1,2,39.425,0,1
743,1,1,female,21.0,C,0,1,2,131.1875,0,1
744,0,3,male,24.0,S,0,0,1,16.1,0,0
745,1,3,male,31.0,S,0,0,1,7.925,1,0
746,0,1,male,70.0,S,0,1,2,35.5,0,1
747,0,3,male,16.0,S,0,1,2,10.125,0,0
748,1,2,female,30.0,S,0,0,1,13.0,1,0
749,0,1,male,19.0,S,0,0,1,53.1,0,1
750,0,3,male,31.0,Q,0,0,1,7.75,1,0
751,1,2,female,4.0,S,0,0,1,23.0,0,0
752,1,3,male,6.0,S,0,1,2,6.2375,0,1
753,0,3,male,33.0,S,0,0,1,9.5,1,0
754,0,3,male,23.0,S,0,0,1,7.8958,1,0
755,1,2,female,48.0,S,0,1,2,32.5,0,0
756,1,2,male,0.67,S,0,1,2,7.25,0,0
757,0,3,male,28.0,S,0,0,1,7.7958,1,0
758,0,2,male,18.0,S,0,0,1,11.5,1,0
759,0,3,male,34.0,S,0,0,1,8.05,1,0
760,1,1,female,33.0,S,0,1,3,28.833333333333332,0,1
761,0,3,male,,S,1,1,2,7.25,0,0
762,0,3,male,41.0,S,0,0,1,7.125,1,0
763,1,3,male,20.0,C,0,0,1,7.2292,1,0
764,1,1,female,36.0,S,0,1,4,30.0,0,1
765,0,3,male,16.0,S,0,0,1,7.775,1,0
766,1,1,female,51.0,S,0,1,3,25.986099999999997,0,1
767,0,1,male,,C,1,0,1,39.6,1,0
768,0,3,female,30.5,Q,0,0,1,7.75,1,0
769,0,3,male,,Q,1,1,3,8.049999999999999,0,0
770,0,3,male,32.0,S,0,0,1,8.3625,1,0
771,0,3,male,24.0,S,0,0,1,9.5,1,0
772,0,3,male,48.0,S,0,0,1,7.8542,1,0
773,0,2,female,57.0,S,0,1,2,5.25,0,1
774,0,3,male,,C,1,0,1,7.225,1,0
775,1,2,female,54.0,S,0,0,1,23.0,0,0
776,0,3,male,18.0,S,0,0,1,7.75,1,0
777,0,3,male,,Q,1,0,1,7.75,1,1
778,1,3,female,5.0,S,0,1,2,6.2375,0,0
779,0,3,male,,Q,1,0,1,7.7375,1,0
780,1,1,female,43.0,S,0,1,3,70.44583333333334,0,1
781,1,3,female,13.0,C,0,0,1,7.2292,1,0
782,1,1,female,17.0,S,0,1,2,28.5,0,1
783,0,1,male,29.0,S,0,0,1,30.0,1,1
784,0,3,male,,S,1,1,2,11.725,0,0
785,0,3,male,25.0,S,0,0,1,7.05,1,0
786,0,3,male,25.0,S,0,0,1,7.25,1,0
787,1,3,female,18.0,S,0,0,1,7.4958,1,0
788,0,3,male,8.0,Q,0,1,5,5.825,0,0
789,1,3,male,1.0,S,0,1,2,10.2875,0,0
790,0,1,male,46.0,C,0,1,2,39.6,0,1
791,0,3,male,,Q,1,0,1,7.75,1,0
792,0,2,male,16.0,S,0,1,2,13.0,0,0
793,0,3,female,,S,1,1,7,9.935714285714285,0,0
794,0,1,male,,C,1,0,1,30.6958,1,0
795,0,3,male,25.0,S,0,0,1,7.8958,1,0
796,0,2,male,39.0,S,0,0,1,13.0,1,0
797,1,1,female,49.0,S,0,0,1,25.9292,1,1
798,1,3,female,31.0,S,0,0,1,8.6833,1,0
799,0,3,male,30.0,C,0,0,1,7.2292,1,0
800,0,3,female,30.0,S,0,1,3,8.049999999999999,0,0
801,0,2,male,34.0,S,0,1,2,6.5,0,0
802,1,2,female,31.0,S,0,1,3,8.75,0,0
803,1,1,male,11.0,S,0,1,4,30.0,0,1
804,1,3,male,0.42,C,0,0,1,8.5167,0,0
805,1,3,male,27.0,S,0,0,1,6.975,1,0
806,0,3,male,31.0,S,0,0,1,7.775,1,0
807,0,1,male,39.0,S,0,0,1,0.0,1,1
808,0,3,female,18.0,S,0,0,1,7.775,1,0
809,0,2,male,39.0,S,0,0,1,13.0,1,0
810,1,1,female,33.0,S,0,1,2,26.55,0,1
811,0,3,male,26.0,S,0,0,1,7.8875,1,0
812,0,3,male,39.0,S,0,1,2,12.075,0,0
813,0,2,male,35.0,S,0,0,1,10.5,1,0
814,0,3,female,6.0,S,0,1,7,4.4678571428571425,0,0
815,0,3,male,30.5,S,0,0,1,8.05,1,0
816,0,1,male,,S,1,0,1,0.0,1,1
817,0,3,female,23.0,S,0,0,1,7.925,1,0
818,0,2,male,31.0,C,0,1,2,18.5021,0,0
819,0,3,male,43.0,S,0,0,1,6.45,1,0
820,0,3,male,10.0,S,0,1,6,4.6499999999999995,0,0
821,1,1,female,52.0,S,0,1,2,46.75,0,1
822,1,3,male,27.0,S,0,0,1,8.6625,1,0
823,0,1,male,38.0,S,0,0,1,0.0,1,0
824,1,3,female,27.0,S,0,1,2,6.2375,0,1
825,0,3,male,2.0,S,0,1,6,6.614583333333333,0,0
826,0,3,male,,Q,1,0,1,6.95,1,0
827,0,3,male,,S,1,1,7,8.070828571428573,0,0
828,1,2,male,1.0,C,0,1,2,18.5021,0,0
829,1,3,male,,Q,1,0,1,7.75,1,0
830,1,1,female,62.0,S,0,1,2,40.0,0,1
831,1,3,female,15.0,C,0,1,2,7.2271,0,0
832,1,2,male,0.83,S,0,1,3,6.25,0,0
833,0,3,male,,C,1,0,1,7.2292,1,0
834,0,3,male,23.0,S,0,0,1,7.8542,1,0
835,0,3,male,18.0,S,0,0,1,8.3,1,0
836,1,1,female,39.0,C,0,0,1,83.1583,0,1
837,0,3,male,21.0,S,0,0,1,8.6625,1,0
838,0,3,male,,S,1,0,1,8.05,1,0
839,1,3,male,32.0,S,0,1,7,8.070828571428573,0,0
840,1,1,male,,C,1,0,1,29.7,1,1
841,0,3,male,20.0,S,0,0,1,7.925,1,0
842,0,2,male,16.0,S,0,1,2,5.25,0,0
843,1,1,female,30.0,C,0,1,2,15.5,0,0
844,0,3,male,34.5,C,0,0,1,6.4375,1,0
845,0,3,male,17.0,S,0,0,1,8.6625,1,0
846,0,3,male,42.0,S,0,0,1,7.55,1,0
847,0,3,male,,S,1,1,7,9.935714285714285,0,0
848,0,3,male,35.0,C,0,0,1,7.8958,1,0
849,0,2,male,28.0,S,0,1,3,11.0,0,0
850,1,1,female,,C,1,1,2,44.5521,0,1
851,0,3,male,4.0,S,0,1,7,4.4678571428571425,0,0
852,0,3,male,74.0,S,0,0,1,7.775,1,0
853,0,3,female,9.0,C,0,1,2,7.6229,0,0
854,1,1,female,16.0,S,0,0,1,39.4,0,1
855,0,2,female,44.0,S,0,1,2,13.0,0,0
856,1,3,female,18.0,S,0,0,1,9.35,0,0
857,1,1,female,45.0,S,0,1,2,82.43335,0,0
858,1,1,male,51.0,S,0,0,1,26.55,1,1
859,1,3,female,24.0,C,0,1,4,4.814575,0,0
860,0,3,male,,C,1,0,1,7.2292,1,0
861,0,3,male,41.0,S,0,0,1,14.1083,0,0
862,0,2,male,21.0,S,0,0,1,11.5,0,0
863,1,1,female,48.0,S,0,0,1,25.9292,1,1
864,0,3,female,,S,1,1,7,9.935714285714285,0,0
865,0,2,male,24.0,S,0,0,1,13.0,1,0
866,1,2,female,42.0,S,0,0,1,13.0,1,0
867,1,2,female,27.0,C,0,0,1,13.8583,0,0
868,0,1,male,31.0,S,0,0,1,50.4958,1,1
869,0,3,male,,S,1,0,1,9.5,1,0
870,1,3,male,4.0,S,0,1,3,3.7111,0,0
871,0,3,male,26.0,S,0,0,1,7.8958,1,0
872,1,1,female,47.0,S,0,1,2,26.2771,0,1
873,0,1,male,33.0,S,0,0,1,5.0,1,1
874,0,3,male,47.0,S,0,0,1,9.0,1,0
875,1,2,female,28.0,C,0,1,2,12.0,0,0
876,1,3,female,15.0,C,0,0,1,7.225,1,0
877,0,3,male,20.0,S,0,1,2,4.9229,0,0
878,0,3,male,19.0,S,0,0,1,7.8958,1,0
879,0,3,male,,S,1,0,1,7.8958,1,0
880,1,1,female,56.0,C,0,1,2,41.57915,0,1
881,1,2,female,25.0,S,0,1,2,13.0,0,0
882,0,3,male,33.0,S,0,0,1,7.8958,1,0
883,0,3,female,22.0,S,0,0,1,10.5167,1,0
884,0,2,male,28.0,S,0,0,1,10.5,1,0
885,0,3,male,25.0,S,0,0,1,7.05,1,0
886,0,3,female,39.0,Q,0,1,5,5.825,0,0
887,0,2,male,27.0,S,0,0,1,13.0,1,0
888,1,1,female,19.0,S,0,0,1,30.0,1,1
889,0,3,female,,S,1,1,2,11.725,0,0
890,1,1,male,26.0,C,0,0,1,30.0,1,1
891,0,3,male,32.0,Q,0,0,1,7.75,1,0
